tcin,week_start,sales,orders,receipts,oh_start,oh_end,source
94643459,2027-01-31,40.25823187063222,49.438209548128164,52.05263573856353,175.18621212512272,186.98061599305404,controller
94643459,2027-02-07,40.25823187067041,48.70105930643973,51.10908342910842,186.98061599305404,197.83146755149207,controller
94643459,2027-02-14,40.25823187067041,48.02288108403736,50.23924614383071,197.83146755149207,207.81248182465237,controller
94643459,2027-02-21,40.25823187067041,47.39906769196484,49.438209548128164,207.81248182465237,216.9924595021101,controller
94643459,2027-02-28,40.258231870441286,46.82531908678005,48.70105930643973,216.9924595021101,225.43528693810853,controller
94643459,2027-03-07,40.258231870403094,46.297642371972856,48.02288108403736,225.43528693810853,233.1999361517428,controller
94643459,2027-03-14,40.258231870403094,45.812351796120716,47.39906769196484,233.1999361517428,240.34077197330453,controller
94643459,2027-03-21,40.258231870403094,45.36604955727311,46.82531908678005,240.34077197330453,246.90785918968146,controller
94643459,2027-03-28,40.25823187057686,44.955606606510194,46.297642371972856,246.90785918968146,252.94726969107748,controller
94643459,2027-04-04,40.25823187080854,44.578143450520464,45.812351796120716,252.94726969107748,258.5013896163897,controller
94643459,2027-04-11,40.25823187080854,44.23101095518845,45.36604955727311,258.5013896163897,263.6092073028543,controller
94643459,2027-04-18,40.25823187080854,43.911772349784414,44.955606606510194,263.6092073028543,268.306582038556,controller
94643459,2027-04-25,40.25823187075061,43.61818642871617,44.578143450520464,268.306582038556,272.62649361832587,controller
94643459,2027-05-02,40.258231870403094,43.348191954459274,44.23101095518845,272.62649361832587,276.59927270311124,controller
94643459,2027-05-09,40.258231870403094,43.099893261660185,43.911772349784414,276.59927270311124,280.25281318249256,controller
94643459,2027-05-16,40.258231870403094,42.871546981698856,43.61818642871617,280.25281318249256,283.6127677408056,controller
94643459,2027-05-23,40.258231870403094,42.661549821804286,43.348191954459274,283.6127677408056,286.70272782486177,controller
94643459,2027-05-30,40.2582318706927,42.468427316985185,43.099893261660185,286.70272782486177,289.54438921582926,controller
